context_record_id,city_project_id,activity_id,master_project_id,project_name,description,rationale,project_type,fiscal_year,budget_year,funding_source,funded_status,planned_start_date,planned_end_date,actual_start_date,actual_end_date,project_phase,status,estimated_cost_usd,reported_actual_cost_usd,contract_number,department_project_number,activity_status,neighborhood,council_district,cra,project_document_url,project_site_url,source_record_last_edited_at_utc,source_url,observed_at_utc,geometry_geojson
bbp-28741f5bc100a271,1000978,,,Fire Station No. 23,This project provides for the design and construction of the new Fire Station No 23.,,Fire,,2022,,No,,,,,,,,,,,,New Tampa,7,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000978.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.35720268231225,28.170500187024402]}"
bbp-80267c0665a175cf,1001831,,,East Twiggs Street and North Marion Street Traffic Signal Replacement,"This project provides for the replacement and upgrade of the traffic signal at the intersection of East Twiggs Street and North Marion Street. Additionally, ADA accommodations will be upgraded.",,Transportation,,2022,,No,,,,,,,,,,,,Downtown River Arts,5,Downtown Non Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001831.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45694000037061,27.949773558329298]}"
bbp-73f39c23e5b370d1,1001542,,,Neighborhood Improvements- East Tampa,This project provides for street resurfacing within the Southeast Seminole Heights Neighborhood.,Neighborhood Improvements- Resurfacing,Transportation,2023,2022,Local Option Gas Tax,No,,,,,P5: Closeout,Cancelled,,,,TRANS20022,,Historic Belmont Heights,5,East Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001542.pdf,2022-06-22T18:28:10+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.43883699980422,27.99238745207996]}"
bbp-8825f271ab17f374,1001600,,,Police Department Communications Center Workstation Upgrade,This project provides for workstation upgrades to the City's 911 Call Center.,,Police,,2022,,No,,,,,,,,,,,,East Seminole Heights,5,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001600.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.42832424519058,28.000955243298918]}"
bbp-263319eb7c18bd61,1001984,,,TCC Renovations Phase II,"This project provides for multi-year renovations at the Tampa Convention Center including but not limited to restroom, elevator, & meeting room upgrades, air handlers & chillers, painting, and other.","This project provides for multi-year renovations at the Tampa Convention Center including but not limited to restroom, elevator, & meeting room upgrades, air handlers & chillers, painting, and other.",Convention Center & Tourism,2021,2022,Tourist Development Taxes,No,2021-09-28,2024-02-29,,,P5: Closeout,Closeout,3983058,,19-C-00052,TCCR2019,C3.1-Financial Closeout,Tampa Downtown Partnership,5,Downtown Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001984.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45644918379381,27.941761387302893]}"
bbp-8863a3f7d64a31fe,1001512,,,Tyson Avenue Improvements,This project provides for a new two-lane roadway along the unimproved right-of-way of Tyson Avenue between West Shore Boulevard to Manhattan Avenue and widening of Manhattan Avenue from Tyson Avenue to Gandy Boulevard.,,Transportation,,2022,,No,,,,,,,,,,,,Gandy / Sun Bay South,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001512.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.52690778552399,27.88671013522775]}"
bbp-3e80c79dbabfe6e9,1000770,,,New Tampa Congestion Mitigation,"This project provides for updated signal timings in New Tampa to improve traffic circulation and mobility, to reduce delay and fuel consumption and associated environmentally hazardous vehicle emissions.",,Transportation,,2022,,No,,,,,,,,,,,,Tampa Palms North,7,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000770.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.37900236414126,28.11710018721514]}"
bbp-00f980752875d8cc,1000577,,,"Bayshore Boulevard Enhancements, Phase III","This project provides for road widening and restriping of the roadway to accommodate a new, on-road, southbound bicycle lane and setting of the granite curb.",,Transportation,,2022,,No,,,,,,,,,,,,Academy of the Holy Names,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000577.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.49132345728249,27.91550356013683]}"
bbp-07f63d61356cd208,0000082,,,Laurel Street Bridge Rehabilitation,"This project provides for the rehabilitation of the bridge including cleaning, repair or replacement of other steel structural members, painting of the steel structure, fender repairs, joint seals, concrete restoration and handrail repairs.",,Transportation,,2022,,No,,,,,,,,,,,,Downtown River Arts,5,Downtown Non Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f0000082.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.46450000003848,27.954513035200975]}"
bbp-846f8bc090f22580,1000979,,,Willow Avenue at Kennedy Boulevard Intersection Improvements,This project provides for a left turn lane; northbound Willow Avenue to westbound Kennedy Boulevard and will require coordination with CSX Railroad Corporation.,,Transportation,,2022,,No,,,,,,,,,,,,University of Tampa,5,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000979.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.47266176685034,27.94473673158703]}"
bbp-7ad0792a519b089c,1000948,,,Solid Waste Truck Wash Facility Renovations,"This project provides for renovation/conversion of the department’s truck wash facility from a manual system to a commercial grade, automated facility.",,Solid Waste & EPM,,2022,,No,,,,,,,,,,,,Carver City Lincoln Gardens,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000948.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.51094467387048,27.958896450998566]}"
bbp-5cd86ac5f4a39ee8,1000931,,,Hyde Park/Plant Avenue Safety,"This project provides for safety improvements along Hyde Park Ave from Kennedy Blvd to Deleon Street and Plant Ave from Kennedy Blvd to Platt Street. Improvements include bike lanes, pedestrian bulb-outs, on-street parking, & upgraded signage.",,Transportation,,2022,,No,,,,,,,,,,,,Hyde Park Spanishtown Creek,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000931.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.46388749237042,27.94164651599985]}"
bbp-5fec847ea4de8db2,0000289,,,North O'Brien Street Improvements,This project provides for the widening of North O'Brien Street from West Cypress Street to West Spruce Street from 2/3 lanes to a 4-lane divided roadway.,,Transportation,,2022,,No,,,,,,,,,,,,Tampa International Airport,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f0000289.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.53210538750203,27.95679526610446]}"
bbp-45f5e05c55a4a3b1,1000260,,,Complete Streets - Willow Avenue,"This project provides for sidewalks, on road bicycle accommodation and crosswalks, from the Walk-Bike Plan, Phase 1. The majority of funding for design and construction is being provided by a Florida Department of Transportation Grant.",,Transportation,,2022,,No,,,,,P1: Planning,,,,,,,Hyde Park Spanishtown Creek,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000260.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.47270468244153,27.940802559177126]}"
bbp-ff343923f0ec854c,1001842,tpa-fcd1f5f70bf6dd,mp-1b6b7b76f7e85cf5,"Palma Ceia Water Main Replacement, Phase 3",This project provides for the 3rd phase of water main replacments in the Palma Ceia neighborhood. The existing water pipe is deteriorated and undersized to meet current demand.,This project provides for the 3rd phase of water main replacments in the Palma Ceia neighborhood. The existing water pipe is deteriorated and undersized to meet current demand.,Water,2021,2022,PIPES,No,2021-08-24,2024-09-30,,,P5: Closeout,Closeout,5377251.80,,21-C-00024,,,Palma Ceia,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001842.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.49351231805323,27.92558981963515]}"
bbp-057acf210b929939,1000719,,,Fleet Maintenance Facility Compressed Natural Gas (CNG) Retrofit,"This project provides for modification and retrofit of the Fleet Maintenance Facility to accommodate Compressed Natural Gas (CNG) refuse vehicles. Modifications include replacing heating systems, improving ventilation and replacing electrical systems",,Solid Waste & EPM,,2022,,No,,,,,,,,,,,,Carver City Lincoln Gardens,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000719.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.51216681366891,27.957377003296383]}"
bbp-2b972b2d6dc39607,1000498,,,"Cass Street/North A Street CIAC, Phase 4","This project provides for 5,900 linear feet of additional water transmission main between North Boulevard and Cass Street to Howard Avenue and North A Street.",,Water,,2022,,No,,,,,,,,,,,,West Riverfront Neighborhood Crimewatch Association,5,West Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000498.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.46850336446732,27.950001189035937]}"
bbp-f5c655f26e71fa10,1001400,,,Solid Waste Relocation Plan,This project provides for the permanent relocation of all Solid Waste business units to the McKay Bay Complex leading to the future design and construction of new administrative and operations buildings plus vehicle and equipment parking.,,Solid Waste & EPM,,2022,,No,2025-02-11,2026-10-23,,,P4: Construction,Construction in Progress,106799549,,21-C-00045,,"R7.3-Permit submission(s) review and approval (10)""",Palmetto Beach,5,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001400.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.42176334245886,27.947679469285237]}"
bbp-08b7c831d9862530,1002058,,,Ridgewood Collection System CIPP Lining,This project provides for the rehabilitation of structurally deficient gravity sewers and manholes that are in danger of collapsing or are causing excessive infiltration from leaking joints and cracks.,"The collection system rehabilitation project will restore aging sewer pipes and manholes to restore their service life. Project impacts will be minimal compared to a collection system “open cut” replacement project since the rehabilitation methods are trenchless. The collection system rehabilitation will reduce pipeline failures and blockages that cause wastewater overflows that impact public health, safety, and the environment. Additional project benefits include reduction in leaks that allow ground water and stormwater runoff to enter the collection system and cause wastewater overflows, reduction in energy needed to treat and convey the additional wastewater flow caused by leaking pipelines/manholes and reduction in pipeline failures that cause roadway depressions and cave ins.",Wastewater,,2022,,No,,,,,P5: Closeout,Closeout,,,,WW1002058,,Ridgewood Park,5,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002058.pdf,2022-08-16T15:11:53+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.46989731745018,27.96508045073553]}"
bbp-434ad3cceb8c6989,1002445,tpa-287723afdc6d7a,mp-6830ae56975ff4bc,Twiggs St (Ashley Dr to Nebraska Ave),Lane repurposing to improve Ped/Bicycle facilities and incorporate aspects of Tampa MOVES plan.,Complete Street,Transportation,2027,2022,Multiple Funding,Yes,2026-10-01,2028-05-31,,,P2: Design,30% Design Completion,6300000,,24-D-00003,TRANS20091,,Downtown River Arts,5,Downtown Non Core,https://www.tampa.gov/project/trans20091,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002445.pdf,2022-07-06T12:17:49+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45988466454584,27.94881400872474]}"
bbp-9da569894874ded3,1001134,,,Morgan and Whiting Signal Upgrade,This project provides for replacement and upgrade of the traffic signal at the intersection of Morgan Street and Whiting Street. ADA facilities will be upgraded.,To bring Traffic Signal Pole and Mast Arms to current wind load requirements 150 MPH.,Transportation,2019,2022,Local Option Gas Tax,Yes,2020-11-11,2021-07-09,,,P5: Closeout,Closeout,370000,,,TRANS10019,,Tampa Downtown Partnership,5,Downtown Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001134.pdf,2022-09-22T11:36:16+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45441241085352,27.946327252621984]}"
bbp-2d140902996b33a7,1001546,,,Ridgewood Park Neighborhood Resurfacing and Traffic Calming,"This project provides for street resurfacing, upgrades to pedestrian curb ramps, and construction of traffic-calming improvements within the neighborhood.",Neighborhood Improvements- Resurfacing,Transportation,2021,2022,Local Option Gas Tax,No,,,,,P5: Closeout,Closeout,,,,,,Ridgewood Park,5,,https://www.tampa.gov/mobility/transportation/projects/ridgewood-park-resurfacing,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001546.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.47129276065473,27.965038867540663]}"
bbp-ff27b5cf0b20c126,1002141,,,Transportation Wash Rack,This project provides for a Closed-Loop Wash Rack that has a Solids Management System (SMS) for wash water recycling to clean Transportation equipment in such a way that eliminates all environmental impacts to the community and environment.,,Transportation,,2022,,No,,,,,,,,,,,,Jackson Heights,5,East Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002141.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.41738945809882,27.977478289526093]}"
bbp-2bdad5f35750459a,1002143,,,TSS Facility Improvements,"This project provides for several facility improvements including improved street lighting, perimeter fence upgrades, and camera systems.",,Transportation,,2022,,No,,,,,,,,,,,,Jackson Heights,5,East Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002143.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.41586596244889,27.97451494887263]}"
bbp-83851d5ef78e592d,1001545,,,Himes Avenue Resurfacing and Complete Streets Improvements,This project provides for resurfacing and buffered bicycle lanes for Himes Avenue from north of Wallcraft Avenue to Euclid Avenue.,,Transportation,,2022,,No,,,,,,,,,,,,Bayshore Beautiful,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001545.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.50199940210582,27.906151521232758]}"
bbp-e61e75fbdd8ec5fc,1002158,,,Ignacio Haya Park PH II,"This project provides for professional services to restore the natural bank slopes, stormwater ditch and associated wetland vegatation at Ignacio Haya Park.",The shoreline along the Hillsborough River requires stabilization to prevent further erosion.,Parks & Recreation,2022,2022,Community Investment Taxes,Yes,2022-06-01,2023-01-05,,,P5: Closeout,Closeout,150000,,,PR-22027,,South Seminole Heights,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002158.pdf,2022-08-31T14:26:51+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.46551874111533,27.99258924115575]}"
bbp-f913edfba2164f90,1001235,,,Williams Park Improvements,"This project provides for the expansion of the Williams Park activity center. Funding includes costs for design, construction, furniture, fixtures and equipment.",,Parks & Recreation,,2022,,No,,,,,,,,,,,,Eastern Heights,5,East Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001235.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.40865532597012,27.989552771392447]}"
bbp-5633f3c901e70488,1001234,,,New Tampa Community Park Center Improvements,"This project provides for expansion of the New Tampa Community Park Center for gymnastic space. Funding includes costs for design, construction, furniture, fixtures and equipment.",,Parks & Recreation,,2022,,No,,,,,,,,,,,,Tampa Palms North,7,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001234.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.38344267316324,28.12960355248444]}"
bbp-80b54865467c4049,1000971,,,Babe Zaharias Golf Course,"This project provides for golf course improvements including the tree program, irrigation system engineering and various clubhouse improvements.",,Parks & Recreation,,2022,,No,,,,,,,,,,,,Forest Hills,7,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000971.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.47313765941917,28.052439835783957]}"
bbp-cb28154c6ca926a9,1000970,,,Rocky Point Golf Course,"This project provides for golf course improvements including the tree program, driving range enhancements, golf carts and landscaping and accessories.",,Parks & Recreation,,2022,,No,,,,,,,,,,,,Tampa International Airport,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000970.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.55775586260303,27.978107224163043]}"
bbp-d0a7b1d2553eb645,1000969,,,Rogers Park Golf Course,"This project provides for golf course improvements including the tree program, golf carts and a new clubhouse roof.",,Parks & Recreation,,2022,,No,,,,,,,,,,,,Old Seminole Heights,5,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000969.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.42594889862725,28.020148959657615]}"
bbp-158a8581ad7f9c59,1001618,tpa-d2e578d5a8c434,mp-ae32b0e9efba3deb,"Greenways, Trail & Gateway Sign - New Tampa Nature Park","This project provides for the design of trails, signage, additional play elements and a restroom facility. Implementation of the project will happen in multiple phases as funding becomes available.",Improve and Increase Recreational Opportunities,Parks & Recreation,2025,2022,Community Investment Taxes,No,,,,,P2: Design,90% Design Completion,500000,,22-D-13502,PR-22018,,TPOST 3,7,Not in a CRA,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001618.pdf,2022-08-31T14:23:30+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.36877537462362,28.112868125795703]}"
bbp-1601fa53faa5b4be,1001739,,,Al Barnes Park Cultural Enrichment Center,This project provides for construction of a recreation center.,,Parks & Recreation,,2022,,No,,,,,,,,,,,,Jackson Heights,5,East Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001739.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.42516321626908,27.969265684144872]}"
bbp-1de780148e4f81f8,1001598,,,West Green Street Parking Lot Improvements (JBL),"This project provides for upgrades to existing property to provide parking. Work to include site grading, bollards, wheel stops, concrete for ADA parking and sidewalks, and signage.",,Parks & Recreation,,2022,,No,,,,,,,,,,,,Tampa Heights,5,West Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001598.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.46600540266911,27.95641555871107]}"
bbp-cb4f518927332a72,1001938,,,New Tampa Inclusive Playground,Installation of new inclusive playground with shade structures at New Tampa Community Park.,Add new accessible facility to the North Tampa area.,Parks & Recreation,2022,2022,American Rescue Plan Act,Yes,2022-07-11,2022-12-22,,,P5: Closeout,Closeout,1673000,,21C06,P&R19001,C3.1-Financial Closeout,Tampa Palms North,7,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001938.pdf,2022-10-04T12:23:11+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.39017381785158,28.132179919129992]}"
bbp-ea137a13ad733f2a,1001937,tpa-8401b9481d33dc,mp-78db75e110922b51,East Tampa Recreational Complex,"This project provides for the design, acquisition, and construction of a 10 acre park complete with a renovated and expanded Community Center with a new Senior Center.",Improve and Increase Recreational Opportunities,Parks & Recreation,2024,2022,Multiple Funding,Yes,2024-04-15,2026-05-13,,,P4: Construction,Construction in Progress,34686537,,22-C-00028,PR-22022,C2.1-Construction,The Legacy of Fair Oaks,5,East Tampa,https://www.tampa.gov/project/pr-22022,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001937.pdf,2022-08-31T13:54:46+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.42145976714744,27.991896451686156]}"
bbp-9b8415e7eda74559,1001132,,,Lowry Park Dock Improvements,"This project provides for the construction of the Lowry Park Dock Improvements to include preparation of permit and construction documents, permitting, construction support services and construction.",,Parks & Recreation,,2022,,No,,,,,,,,,,,,Lowry Park Central,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001132.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.46485019024293,28.01279735336044]}"
bbp-3ea026a276e36f0a,1001936,tpa-6ee9a2e188bdf2,mp-5b3236551618ebf4,Rivercrest Park Boardwalk Renovation,"This project provides for the replacement of the seawall, boardwalk and docks at Rivercrest Park. Replacement of new structural system, and a new dock system.",This project will replace the boardwalk and docks to allow use of the waterfront amenity. The seawall is failing and the shoreline will be stabilized to protect the community's investment.,Parks & Recreation,2025,2022,Community Investment Taxes,Yes,,,,,P2: Design,Permitting/Submittals Approval,1100000,,22-C-00010,PR-22021,,South Seminole Heights,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001936.pdf,2022-08-31T15:02:03+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.46871073133774,27.9885897040571]}"
bbp-4e0a53024989def3,1001355,,,Sandra Freedman Tennis Club - HVAC Replacement,"This project provides for all labor, materials, and equipment to replace the existing HVAC split system with a new system. Includes new lines, return and supply duct, replacing diffusers, and duct cleaning service.",,Parks & Recreation,,2022,,No,,,,,,,,,,,,Davis Islands,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001355.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45550139917923,27.933639107160825]}"
bbp-fe182660b04395b4,1001418,,,Sulphur Springs Pool Deck Replacement,"This project provides for demolition and replacement of the pool deck and gutter system, and other ancillary work as deemed necessary.",The pool deck has settled and need replacing.,Parks & Recreation,,2022,Community Investment Taxes,No,,,,,,,,,,P&R21013,,Sulphur Springs,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001418.pdf,2022-06-14T19:27:00+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45212853245073,28.021016786690865]}"
